tweet_id,retweet_count,favorite_count
667832474953625600,55,255
667806454573760512,417,931
667801013445750784,82,282
667793409583771648,286,609
667782464991965184,211,363
667773195014021121,44,204
667766675769573376,185,373
667728196545200128,127,325
667724302356258817,269,424
667550904950915073,29,0
667550882905632768,26,0
667549055577362432,1961,5110
667546741521195010,107,303
667544320556335104,459,762
667538891197542400,58,176
667534815156183040,446,718
667530908589760512,206,411
667524857454854144,968,1507
667517642048163840,166,332
667509364010450944,1867,6069
667502640335572993,194,484
667495797102141441,231,459
667491009379606528,190,459
667470559035432960,85,225
667455448082227200,53,171
667453023279554560,74,279
667443425659232256,490,682
667437278097252352,198,396
667435689202614272,76,266
667405339315146752,197,410
667393430834667520,50,168
667369227918143488,145,328
667211855547486208,210,425
667200525029539841,228,546
667192066997374976,86,331
667188689915760640,331,642
667182792070062081,5278,12535
667177989038297088,48,166
667176164155375616,388,527
667174963120574464,70,218
667171260800061440,72,186
667165590075940865,972,2381
667160273090932737,50,219
667152164079423490,14623,42307
667138269671505920,1874,4016
667119796878725120,107,285
667090893657276420,106,287
667073648344346624,104,351
667070482143944705,13,72
667065535570550784,40,143
667062181243039745,45,192
667044094246576128,43,163
667012601033924608,187,394
666996132027977728,79,213
666983947667116034,847,2250
666837028449972224,473,701
666835007768551424,66,185
666826780179869698,79,220
666817836334096384,212,444
666804364988780544,79,206
666786068205871104,410,657
666781792255496192,168,326
666776908487630848,150,305
666739327293083650,60,209
666701168228331520,182,371
666691418707132416,42,160
666649482315059201,524,991
666644823164719104,70,208
666454714377183233,180,448
666447344410484738,19,90
666437273139982337,40,106
666435652385423360,42,138
666430724426358785,160,278
666428276349472768,67,139
666421158376562688,91,272
666418789513326592,39,107
666411507551481857,262,371
666407126856765440,30,93
666396247373291520,69,147
666373753744588802,73,163
666362758909284353,469,648
666353288456101888,58,179
666345417576210432,124,244
666337882303524864,79,168
666293911632134144,290,426
666287406224695296,57,123
666273097616637952,68,152
666268910803644416,38,99
666104133288665088,5490,12897
666102155909144576,11,66
666099513787052032,53,134
666094000022159362,63,142
666082916733198337,37,93
666073100786774016,132,274
666071193221509120,51,127
666063827256086533,180,398
666058600524156928,47,99
666057090499244032,112,247
666055525042405380,196,367
666051853826850816,704,1027
666050758794694657,50,115
666049248165822465,37,89
666044226329800704,115,247
666033412701032449,36,100
666029285002620928,39,112
666020888022790149,423,2293
